Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Harken, Hero in Love	FS01	FS01-005	Purple	Custom	4(3)	Hero	Male/Sword	1	70	10	"Don't Think Victory is Yours!" |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When this unit's attack fails to destroy an enemy, you may pay the cost and if you do: Untap this unit.	A Lost Love Rekindled |CONT| If you have an allied "Isadora", you do not have to pay the cost of this unit's "Don't Think Victory is Yours!".	"Let's get things done!" |ACT| [Once Per Turn] If this unit's attack has destroyed an enemy this turn, reveal the top card of your opponent's Deck. Choose 1 non-Main Character enemy with the same Unit Name as the revealed card, and destroy them.	-	
Harken, In Service of House Pharae	FS01	FS01-006	Purple	Custom	1	Mercenary	Male/Sword	1	40	10	"Your life is precious to all of us." |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, reveal the top card of your Deck. If that card has the same Unit Name as another ally, you may pay the cost and if you do: Add it to your hand.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Isadora, Paladin in Love	FS01	FS01-007	Purple	Custom	4(3)	Paladin	Female/Lance/Beast	1	70	10	"I'll protect you." |ACT| [Once Per Turn] [Tap this unit] Choose 1 other ally, and move them. Until the end of your opponent's next turn, that ally gains +10 attack. This skill may only be used if this unit is in the Front Line.	"My strength is yours!" |CONT| During your turn, allied ''Harken'' gains +10 attack.	-	-	
Isadora, In Service to House Pharae	FS01	FS01-008	Purple	Custom	1	Cavalier	Female/Lance/Beast	1	40	10	Shield of Pharae |ACT| [Once Per Turn] Move this unit to the same Area as your Main Character. Until the end of the turn, your Main Character gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Bramimond, The Enigma	FS01	FS01-009	Purple	Custom	5(4)	Dark Druid	Tome	1-2	X	20	Apocalypse, the Silencing Darkness |CONT| This unit's attack is equal to the attack of the ally with the highest attack. (If you have no other allies, it becomes 0.)	Endless Void |AUTO| [Once per turn] [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost, and if you do: Choose 1 non-Main Character enemy, and send them to the Boundless Area.	Mastery of Dark Magic |ACT| [Once per turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, choose 1 of your opponent's Bond cards and flip it face-down.	-	
Bramimond, The Enigma+	FS01	FS01-009+	Purple	Custom+	5(4)	Dark Druid	Tome	1-2	X	20	Apocalypse, the Silencing Darkness |CONT| This unit's attack is equal to the attack of the ally with the highest attack. (If you have no other allies, it becomes 0.)	Endless Void |AUTO| [Once per turn] [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost, and if you do: Choose 1 non-Main Character enemy, and send them to the Boundless Area.	Mastery of Dark Magic |ACT| [Once per turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, choose 1 of your opponent's Bond cards and flip it face-down.	-	
Hrid, Icy Blade	FS01	FS01-010	Colorless	Custom	4	Paladin	Male/Sword/Beast	1	70	10	Freezing Seal |ACT| [Once Per Turn] If you have more Orbs than your opponent, choose 1 non-Main Character enemy. Until the end of the opponent's next turn, that enemy acquires "Frozen". ("Frozen" |CONT| This unit cannot be untapped. |CONT| This unit cannot be moved by skills.)	Gjoll |CONT| This unit can attack enemies with "Frozen" regardless of range.	Icy Blade |CONT| If this unit is attacking an enemy with "Frozen", this unit gains +20 attack.	-	
Hrid, Icy Blade+	FS01	FS01-010+	Colorless	Custom+	4	Paladin	Male/Sword/Beast	1	70	10	Freezing Seal |ACT| [Once Per Turn] If you have more Orbs than your opponent, choose 1 non-Main Character enemy. Until the end of the opponent's next turn, that enemy acquires "Frozen". ("Frozen" |CONT| This unit cannot be untapped. |CONT| This unit cannot be moved by skills.)	Gjoll |CONT| This unit can attack enemies with "Frozen" regardless of range.	Icy Blade |CONT| If this unit is attacking an enemy with "Frozen", this unit gains +20 attack.	-	
Hrid, Prince of Nifl	FS01	FS01-011	Colorless	Custom	1	Prince	Male/Sword/Beast	1	40	10	Solid Bonds |CONT| If you have an allied ''Gunnthra'', ''Fjorm'' or ''Ylgr'', this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Gunnthra, Year's First Dream	FS01	FS01-012	Colorless	Custom	2	Pegasus Knight	Female/Sword/Flier/Beast	1	40	30	Hikami, Divine Ice |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.	Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.	-	-	
Gunnthra, Voice of Dreams	FS01	FS01-013	Colorless	Custom	1	Princess	Female/Tome/Beast	1-2	30	20	Cold Royal Blood |ACT| [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit, allied ''Hrid'', ''Fjorm'' and ''Ylgr'' cannot be moved by enemy skills or your opponent's Support skills.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Ylgr, Young Princess of Nifl	FS01	FS01-014	Colorless	Custom	1	Princess	Female/Dagger	1-2	30	20	Sibling Playtime |ACT| [Tap 1 allied ''Hrid'', ''Fjorm'' or ''Gunnthra''] Until the end of your opponent's next turn, this unit gains +10 attack.	-	-	|ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit.	
Laegjarn, Burning Sun	FS01	FS01-015	Colorless	Custom	4	Princess	Female/Tome/Flier/Dragon	1-2	50	30	Ebb and Flow |CONT| During your turn, this unit gains +20 attack.	Worldsea Wave |CONT| If this unit is in combat with an enemy with less attack than this unit, this unit gains +10 attack and the enemy cannot Critical Hit.	Rising Sun |SPEC| If you are Levelling Up an allied ''Laegjarn'', the Deployment Cost of this card while in your hand is reduced by 1.	-	
Laegjarn, Sheathed Steel	FS01	FS01-016	Colorless	Custom	1	Wyvern Rider	Female/Sword/Flier/Dragon	1	30	30	Blazing General |ACT| [Once Per Turn] [Flip 1 <Symbol-less> Bond card face-down] Until the end of the turn, this unit gains +20 attack.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Helbindi, Savage Scourge	FS01	FS01-017	Colorless	Custom	3	Beserker	Male/Axe	1	60	10	Byleistr, General's Axe |CONT| During your turn, if you have an odd number of allies, this unit gains +10 attack, and the number of Orbs this unit's attack will destroy becomes 2.	Climbing the Ranks |AUTO| Each time one of your opponent's Orbs is destroyed by this unit's attack, until the end of your opponent's next turn, this unit gains +20 attack.	-	-	
Hel, Death Sovereign	FS01	FS01-018	Colorless	Custom	5	Queen of Hel	Female/Axe/Flier	1	80	0	Army of the Dead |AUTO| When another ally is destroyed, you may send that ally to the Boundless Area instead of sending them to the Retreat Area.	To Bring a Dead World Back to Life |AUTO| [Once Per Turn] When this unit's attack destroys an enemy, you may choose 1 card from your Boundless Area and deploy it.	"Can I die?" |CONT| Enemies in the Back Line cannot attack this unit.	-	
Freyja, Queen of Dokkalfheimr	FS01	FS01-019	Colorless	Custom	4	Elf Queen	Female/Fang/Beast	1	80	0	Nightmare Horn |ACT| [Once Per Turn] Move this unit. Until the end of the turn, this unit can attack enemies regardless of range.	Endless Nightmare |ACT| [Once Per Turn] [Destroy 1 other non-Main Character ally] Until the end of the opponent's next turn, this unit gains +20 attack. If there are no other allies in the same area as this unit, draw 1 card.	"To be summoned here... Disgraceful." |SPEC| This card cannot be stacked on top of a "Freyja" to Level Up her as the result of a skill's effect.	-	
Freyja, Queen of Dokkalfheimr+	FS01	FS01-019+	Colorless	Custom+	4	Elf Queen	Female/Fang/Beast	1	80	0	Nightmare Horn |ACT| [Once Per Turn] Move this unit. Until the end of the turn, this unit can attack enemies regardless of range.	Endless Nightmare |ACT| [Once Per Turn] [Destroy 1 other non-Main Character ally] Until the end of the opponent's next turn, this unit gains +20 attack. If there are no other allies in the same area as this unit, draw 1 card.	"To be summoned here... Disgraceful." |SPEC| This card cannot be stacked on top of a "Freyja" to Level Up her as the result of a skill's effect.	-	
Lyn, Adapting to Nifl's Cold	FS01	FS01-020	Colorless	Custom	3	Lord	Female/Sword	1	60	10	Freezing Wind |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost, and if you do: Draw 2 cards, then choose 1 card from your hand, and send it to the Retreat Area.	-	-	|ATK/DEF SUPP| Warm Hand: If the ally in combat is <Symbol-less>, choose 1 ally. At the end of combat, you may move that ally.	
Hayato, Magical Prodigy	FS01	FS01-021	White	Custom	5(4)	Onmyoji	Male/Tome	1-2	60	20	Pride |CONT| If this unit is in combat with an enemy that has 70 or higher attack, this unit gains +10 attack.	Young Traveler |AUTO| [Once Per Turn] When this unit is moved, draw 1 card. Until the end of the turn, this unit gain +10 attack.	"Repaying you with my protection!" |ACT| [Send 1 card from your hand to your Retreat Area] Until the end of the opponent's next turn, non-Main Character enemies attacking this unit or an allied "Fuga" cannot Critical Hit. This skill can only be used if you have an allied "Fuga".	-	
Hayato, Magical Prodigy+	FS01	FS01-021+	White	Custom+	5(4)	Onmyoji	Male/Tome	1-2	60	20	Pride |CONT| If this unit is in combat with an enemy that has 70 or higher attack, this unit gains +10 attack.	Young Traveler |AUTO| [Once Per Turn] When this unit is moved, draw 1 card. Until the end of the turn, this unit gain +10 attack.	"Repaying you with my protection!" |ACT| [Send 1 card from your hand to your Retreat Area] Until the end of the opponent's next turn, non-Main Character enemies attacking this unit or an allied "Fuga" cannot Critical Hit. This skill can only be used if you have an allied "Fuga".	-	
Hayato, Wind Tribe's Orphan	FS01	FS01-022	White	Custom	1	Diviner	Male/Tome	1-2	30	20	Deadly Fortune Reading |AUTO| [Flip 1 <White> Bond face-down] When this unit's attack destroys an enemy, you may pay the cost, and if you do: Draw 1 card.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Fuga, Master of Wind	FS01	FS01-023	White	Custom	4(3)	Master of Arms	Male/Sword	1	70	10	Winds of Change |AUTO| At the start of your turn, you may choose 1 ally and 1 non-Main Character enemy, and move them.	Hayato's Adoptive Father |CONT| Your allied ''Hayato'' gains +10 attack.	-	-	
Fuga, Wind Tribe's Chieftain	FS01	FS01-024	White	Custom	1	Samurai	Male/Sword	1	40	10	The Diviner's Mentor |CONT| During your turn, if you have an allied ''Hayato'', this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Azura, Songstress of the Skies	FS01	FS01-025	White	Custom	3(2)	Falcon Knight	Female/Lance/Beast/Flier	1	50	30	Sky Performer |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 other tapped <Flier> ally, and untap them. Until the end of the turn, that ally gains +10 attack.	-	-	-	
Sophie, In Her Father's Footsteps	FS01	FS01-026	White/Black	Custom	4(3)	Paladin	Female/Lance/Beast	1	70	10	Armor-Shredding Lance |AUTO| When this unit attacks an enemy, at the end of combat, until the end of the turn, that enemy loses -10 attack.	Take this villain! |AUTO| Move this unit. Until the end of the turn, this unit gains range 1-2.	-	-	
Sophie, Determined Knight	FS01	FS01-027	White/Black	Custom	1	Cavalier	Female/Lance/Beast	1	40	10	We're going to rescue them! |CONT| If the card supporting this unit is both <Black> and <White>, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Hisame, Forger of a New World	FS01	FS01-028	White	Custom	4(3)	Master of Arms	Male/Sword	1	70	10	Swift Naginata |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Untap this unit. Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies. You can only use this skill if you have 1 or more <Lance> allies.	Powerful Club |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Untap this unit. Until the end of the turn, this unit gains +10 attack. You can only use this skill if you have 1 or more other <Axe> allies.	Lethal Katana |ACT| [Once Per Turn] Untap this unit. You can only use this skill if you have used both "Swift Naginata" and "Powerful Club" this turn.	-	
Poe, Servant's Newfound Power	FS01	FS01-029	White	Custom	5(4)	Basara	Female/Lance  	1	70	10	The Art of Swap |ACT| [Once Per Turn] Choose 1 ally in the Front Line and 1 ally in the Back Line, and move them.	"It's my turn now, sinners." |AUTO| At the start of your turn, you may choose up to 2 non-Main Character enemies, and move them. 	A Natural with the Naginata |CONT| If this unit is attacking your opponent's Main Character, this unit gains +20 attack.	-	
Poe, Just Flower	FS01	FS01-030	White	Custom	1	Shrine Maiden	Female/Staff	-	20	20	Wrong End of the Stick |CONT| During your turn, if you have 1 or more <Lance> Bond cards, this unit gains +10 attack and acquires <Lance> and range 1.	Bloom Festal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Poe" card from your Retreat Area, and add it to your hand.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Ashe, Fighting for Justice	FS01	FS01-031	Brown	Custom	5(3)	Bow Knight	Male/Bow/Beast	2-3	60	20	"Count on me!" |AUTO| [Once Per Turn] When you use a [CP], you may choose 1 "Ashe" from your Retreat Area, and add it to your hand.	"In the name of justice!" |AUTO| [Once Per Turn] [Flip 1 Bond face-down] If this unit's Critical Hit destroys an enemy, you may pay the cost, and if you do: Draw 1 card.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Ashe, Fighting for Justice+	FS01	FS01-031+	Brown	Custom+	5(3)	Bow Knight	Male/Bow/Beast	2-3	60	20	"Count on me!" |AUTO| [Once Per Turn] When you use a [CP], you may choose 1 "Ashe" from your Retreat Area, and add it to your hand.	"In the name of justice!" |AUTO| [Once Per Turn] [Flip 1 Bond face-down] If this unit's Critical Hit destroys an enemy, you may pay the cost, and if you do: Draw 1 card.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Ashe, Optimistic Archer	FS01	FS01-032	Brown	Custom	1	Fighter	Male/Bow	2	30	10	Budding Talent: Lance |ACT| [Once Per Turn] [Flip 1 Bond face-down] If this unit is in the Front Line, until the end of the turn, this unit gains +10 attack and acquires <Lance> and range 1.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Annette, Wielder of Crusher	FS01	FS01-033	Brown	Custom	4(3)	War Cleric	Female/Axe	1	70	10	Dust |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit acquires <Tome> and "Dragonslayer" ("Dragonslayer" |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.)	War Cleric's Support |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost, and if you do: Draw 1 card. This skill can only be triggered if this unit has <Tome> or if you have 4 or less cards in your hand.	[CP] "Please leave it to me!" |HAND| |ACT| [Flip 1 Bond face-down, Send this card to the Retreat Area] Untap your allied ''Annette''. Until the end of the turn, you may not use ''Please leave it to me!'' again.(|HAND| is used by revealing this card from your hand.)	-	
