Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Titania, Deputy Commander of the Mercenaries+	B03	B03-008STplus_SAMPLE	Green	ST+	3(2)	Paladin	Female/Axe/Beast	1	60	10	Mentoring the Next Generation |CONT| During your turn, instead of sending a card that successfully supports this unit to the Retreat Area, you may stack it under an ally with the same Unit Name as that card to Growth them. (A unit who has Growthed is treated as if they are Leveled Up. If they possess a [CCS], they are able to use it.)	Duty of the Deputy Commander |CONT| If you have 2 or more allies with a Deployment Cost of 2 or lower, this unit gains +10 attack.	-	-	
Titania, Scarlet-Haired Axe Knight	B03	B03-009N_SAMPLE	Green	N	1	Axe Knight	Female/Axe/Beast	1	40	10	Close Feelings |CONT| If this unit is being supported by "Ike", "Mist", or "Greil", this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Soren, The Brave General's Tactician	B03	B03-010SR_SAMPLE	Green	SR	4(3)	Sage	Male/Tome	1-2	60	20	Fighting with a Small Force |AUTO| At the start of your turn, if you have 3 or fewer cards in your hand, draw 1 card.	Darkness-Garbed Staff Officer |ACT| [Send 1 "Soren" from your hand to the Retreat Area] Choose as many enemies with 80 or higher attack as you wish. Until the end of the turn, your opponent's Support cards fail to support the chosen enemies.	-	-	
Soren, Black-Garbed Staff Officer	B03	B03-011N_SAMPLE	Green	N	1	Mage	Male/Tome	1-2	30	20	Master of the Wind |CONT| If this unit is attacking a <Flier>, this unit gains +20 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Oscar, Eldest of the Three Mercenary Brothers	B03	B03-012HN_SAMPLE	Green	HN	3(2)	Paladin	Male/Lance/Beast	1	60	10	[FS] Triangle Attack |AUTO| [Tap allied "Boyd" and "Rolf"] When this unit attacks, you may pay the cost and if you do: Until the end of this combat, this unit gains +40 attack. During your opponent’s next turn, if this unit is on the Battlefield, enemies in the Back Line cannot attack.	Reliable Eldest Brother |CONT| If you have an allied "Boyd" and "Rolf", this unit gains +10 attack.	-	-	
Oscar, Calm Lance Knight	B03	B03-013N_SAMPLE	Green	N	1	Lance Knight	Male/Lance/Beast	1	40	10	Serene Eldest Brother |CONT| If this unit is supported by "Boyd" or "Rolf", this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Boyd, Middle of the Three Mercenary Brothers	B03	B03-014HN_SAMPLE	Green	HN	3(2)	Warrior	Male/Axe	1	50	10	[FS] Triangle Attack |AUTO| [Tap allied "Rolf" and "Oscar"] When this unit attacks, you may pay the cost and if you do: Until the end of this combat, this unit gains +50 attack and the number of Orbs this unit’s attack will destroy becomes 2.	Fighter's Expertise |CONT| During your turn, this unit gains +20 attack.	-	-	
Boyd, Bold Fighter	B03	B03-015N_SAMPLE	Green	N	1	Fighter	Male/Axe	1	30	10	Fighter's Expertise |CONT| During your turn, this unit gains +20 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Rolf, Youngest of the Three Mercenary Brothers	B03	B03-016HN_SAMPLE	Green	HN	3(2)	Sniper	Male/Bow	2	50	20	[FS] Triangle Attack |AUTO| [Tap allied "Oscar" and "Boyd"] When this unit attacks, you may pay the cost and if you do: Until the end of this combat, this unit gains +30 attack, and this unit's attack cannot be evaded.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-	
Rolf, Petite Archer	B03	B03-017N_SAMPLE	Green	N	1	Archer	Male/Bow	2	30	20	Rolf's Bow |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Rhys, Sickly Priest	B03	B03-018N_SAMPLE	Green	N	1	Priest	Male/Staff	-	20	20	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Rhys" card from your Retreat Area, and add it to your hand.	Fated Archrival |CONT| Allied "Mia" gains +10 attack.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Shinon, Scathing Sniper	B03	B03-019N_SAMPLE	Green	N	3(2)	Sniper	Male/Bow	2	50	20	Deadeye |ACT| [Flip 2 Bonds face-down] Until the end of the turn, if this unit is attacking a <Flier>, this unit's attacks cannot be evaded.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-	
Gatrie, Armored Amour	B03	B03-020N_SAMPLE	Green	N	1	Knight	Male/Lance/Armored	1	30	10	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	-	|DEF SUPP| Defense Emblem: Until the end of this combat, your defending unit gains +20 attack.	
Mia, Archrival-Awaiting Girl	B03	B03-021SR_SAMPLE	Green	SR	4(3)	Swordmaster	Female/Sword	1	70	10	[LvS4] "I'm in top sword form!" |CONT| This unit’s attacks cannot be evaded. ([LvS4] is only active if a total of 4 or more cards are in this unit's stack.)	"Back to sword practice!" |AUTO| When this unit's attack destroys an enemy, you may choose 1 "Mia" from your hand or Retreat Area, and stack it under this unit to Growth her. (A unit who has Growthed is treated as if they are Leveled Up. If they possess a [CCS], they are able to use it.)	-	-	
Mia, Archrival-Awaiting Girl+	B03	B03-021SRplus_SAMPLE	Green	SR+	4(3)	Swordmaster	Female/Sword	1	70	10	[LvS4] "I'm in top sword form!" |CONT| This unit’s attacks cannot be evaded. ([LvS4] is only active if a total of 4 or more cards are in this unit's stack.)	"Back to sword practice!" |AUTO| When this unit's attack destroys an enemy, you may choose 1 "Mia" from your hand or Retreat Area, and stack it under this unit to Growth her. (A unit who has Growthed is treated as if they are Leveled Up. If they possess a [CCS], they are able to use it.)	-	-	
Mia, Energetic Swordswoman	B03	B03-022N_SAMPLE	Green	N	1	Myrmidon	Female/Sword	1	40	10	Sword Training |CONT| If the card supporting this unit is a <Sword>, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Ilyana, Hungering Sage	B03	B03-023HN_SAMPLE	Green	HN	3(2)	Sage	Female/Tome	1-2	50	20	Gratitude for a Meal |ACT| [Once per Turn] [Send 1 non-"Ilyana" card from your hand to the Retreat Area] Until the end of the turn, this unit gains +20 attack.	Dragonslaying Lightning |CONT| If this unit is attacking a <Dragon>, and if this unit has used "Gratitude for a Meal" in this turn, this unit gains +20 attack.	-	-	
Ilyana, Fleeting Mage Girl	B03	B03-024N_SAMPLE	Green	N	1	Mage	Female/Tome	1-2	30	20	Master of Thunder |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Marcia, Brother-Seeking Falcon	B03	B03-025R_SAMPLE	Green	R	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	[CCS] Rally Pegasi |CONT| If the card supporting another ally is a <Flier>, that card gains +10 support. ([CCS] is only active if this unit is Class Changed.)	Protection of the Pegasus |CONT| If this unit is being attacked by a <Tome>, this unit gains +20 attack.	-	-	
Marcia, Sunny Pegasus Knight	B03	B03-026N_SAMPLE	Green	N	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Lethe, Prideful Warrior Cat	B03	B03-027HN_SAMPLE	Green	HN	2	Beast Tribe	Female/Fang/Beast	1	60	10	[LvS2] Shift |CONT| If this unit is in the Front Line, this unit gains +10 attack, and this unit can attack enemies in the Back Line regardless of range. ([LvS2] is only active if a total of 2 or more cards are in this unit's stack.)	Hatred of Beorc |CONT| Non-<Fang> cards fail to support this unit.	-	-	
Lethe, Girl of the Beast Tribe	B03	B03-028N_SAMPLE	Green	N	1	Beast Tribe	Female/Fang/Beast	1	40	10	Rage Against the Empire |CONT| If this unit is in the Front Line, this unit can attack <Tome> and <Staff> enemies regardless of range.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Volke, Man of Mysteries	B03	B03-029N_SAMPLE	Green	N	2	Thief	Male/Knife	1	50	10	Pricey Report |ACT| [Once per Turn] [Flip 1 Bond face-down] Reveal the topmost card of the opponent's Deck. If that card has a Deployment Cost of 3 or higher, you may tap this unit. If you do, draw 1 card.	-	-	-	
Kieran, Burning Knightly Soul	B03	B03-030HN_SAMPLE	Green	HN	3(2)	Paladin	Male/Axe/Beast	1	60	10	Gamble |AUTO| When you Class Change into this unit, until the end of the turn, this unit gains +50 attack.	"My eternal rival?" |CONT| If this unit is being supported by "Oscar", this unit gains +30 attack.	-	-	
Kieran, Enthusiastic Axe Knight	B03	B03-031N_SAMPLE	Green	N	1	Axe Knight	Male/Axe/Beast	1	40	10	"My eternal rival?" |CONT| If this unit is being supported by "Oscar", this unit gains +30 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Nephenee, Swiftlance for Liberation	B03	B03-032R_SAMPLE	Green	R	4(3)	Halberdier	Female/Lance	1	70	10	Wrathful Lance Maiden |CONT| During your turn, this unit gains +10 attack per card stacked under this unit.	Concealed Fury |AUTO| When this unit Critical Hits, you may choose 1 "Nephenee" card from your Retreat Area and stack it under this unit to Growth them. (A unit who has Growthed is treated as if they have Leveled Up. If they possess a [CCS], they are able to use it.)	-	-	
Nephenee, Swiftlance for Liberation+	B03	B03-032Rplus_SAMPLE	Green	R+	4(3)	Halberdier	Female/Lance	1	70	10	Wrathful Lance Maiden |CONT| During your turn, this unit gains +10 attack per card stacked under this unit.	Concealed Fury |AUTO| When this unit Critical Hits, you may choose 1 "Nephenee" card from your Retreat Area and stack it under this unit to Growth them. (A unit who has Growthed is treated as if they have Leveled Up. If they possess a [CCS], they are able to use it.)	-	-	
Nephenee, Reticent Militiawoman	B03	B03-033N_SAMPLE	Green	N	1	Soldier	Female/Lance	1	40	10	Wrathful Blow |CONT| When this unit Critical Hits, this unit’s attack is multipled by 3 instead of 2.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Zihark, Flashing Blade Swordmaster	B03	B03-034HN_SAMPLE	Green	HN	3(2)	Swordmaster	Male/Sword	1	60	10	Killing Edge |ACT| [Flip 3 Bonds face-down] Until the end of the turn, this unit's attacks cannot be evaded.	Laguz-Guarding Swordsman |CONT| If you have 1 or more <Fang> allies, this unit gains +10 attack.	-	-	
Zihark, Wandering Swordsman	B03	B03-035N_SAMPLE	Green	N	1	Myrmidon	Male/Sword	1	40	10	Defender of the Laguz |AUTO| When this unit attacks, if you have 1 or more <Fang> allies, until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Jill, Fiery Dracoknight	B03	B03-036R_SAMPLE	Green	R	3(2)	Wyvern Lord	Female/Lance/Flier/Dragon	1	50	30	Rescue |ACT| [Tap this unit] Choose as many allies in the Front Line as you wish, and move them.	Understanding the Laguz |CONT| If the card supporting this unit is a <Fang>, this unit gains +20 attack.	-	-	
Jill, Fiery Dracoknight+	B03	B03-036Rplus_SAMPLE	Green	R+	3(2)	Wyvern Lord	Female/Lance/Flier/Dragon	1	50	30	Rescue |ACT| [Tap this unit] Choose as many allies in the Front Line as you wish, and move them.	Sympathy with the Laguz |CONT| If the card supporting this unit is a <Fang>, this unit gains +20 attack.	-	-	
Jill, Patriotic Knight	B03	B03-037N_SAMPLE	Green	N	1	Wyvern Rider	Female/Lance/Flier/Dragon	1	30	30	Laguz Lance |CONT| If this unit is attacking a <Dragonstone> or <Fang>, this unit gains +20 attack.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Astrid, Little Lady Knight	B03	B03-038N_SAMPLE	Green	N	2	Bow Knight	Female/Bow/Beast	2	40	20	Laguz Bow |CONT| If this unit is attacking a <Dragonstone> or <Fang> unit, this unit gains +20 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-	
Tanith, Deputy of the Holy Guard	B03	B03-039N_SAMPLE	Green	N	3(2)	Falcon Knight	Female/Sword/Flier/Beast	1	50	30	The Demon Deputy |CONT| If you have 2 or more other <Flier> allies, this unit gains +10 attack.	Reinforce |ACT| [Tap this unit] Choose 1 <Flier> with a Deployment Cost of 2 or lower from your hand, and deploy them.	-	-	
Ranulf, Gaillian Beast Warrior	B03	B03-040R_SAMPLE	Green	R	3	Beast Tribe	Male/Fang/Beast	1	60	10	[LvS2] Shift |CONT| If this unit is in the Front Line, this unit gains +10 attack, and this unit can attack enemies in the Back Line regardless of range. ([LvS2] is only active if a total of 2 or more cards are in this unit's stack.)	Bonds of the Beasts |CONT| If the card supporting this unit is a <Fang>, this unit gains +20 attack.	-	-	
Ranulf, Friendly Warrior	B03	B03-041N_SAMPLE	Green	N	1	Beast Tribe	Male/Fang/Beast	1	40	10	Eye of the Beast |CONT| If this unit is in combat with an enemy in the Back Line, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Ena, Red Dragon Tactician	B03	B03-042N_SAMPLE	Green	N	2	Dragon Tribe	Female/Fang/Dragon	1	50	20	Dragon Tactician |ACT| [Tap this unit, Tap 1 other <Fang> ally] Choose 1 enemy in the Back Line, and move them. If this unit has been Leveled Up, you may instead choose up to 2 enemies in the Back Line, and move them.	-	-	-	
Tibarn, King of Phoenicis	B03	B03-043R_SAMPLE	Green	R	5	Bird Tribe	Male/Fang/Flier/Beast	1	60	20	Ruler of the Sky |CONT| This unit gains +10 attack per other <Fang> ally.	Roar of Shifting |CONT| If this unit has 100 or higher attack, all other <Fang> allies gain +10 attack.	-	-	
Tibarn, King of Phoenicis+	B03	B03-043Rplus_SAMPLE	Green	R+	5	Bird Tribe	Male/Fang/Flier/Beast	1	60	20	Ruler of the Sky |CONT| This unit gains +10 attack per other <Fang> ally.	Roar of Shifting |CONT| If this unit has 100 or higher attack, all other <Fang> allies gain +10 attack.	-	-	
Naesala, King of Kilvas	B03	B03-044R_SAMPLE	Green	R	4	Bird Tribe	Male/Fang/Flier/Beast	1	60	20	Vortex |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome>, range 1-2, and "Anti-Fliers". (Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.)	Recompense for Labor |AUTO| [Once per Turn] When another <Fang> ally is deployed, if you have 1 or more other <Fang> allies other than that ally, draw 1 card.	-	-	
Naesala, King of Kilvas+	B03	B03-044Rplus_SAMPLE	Green	R+	4	Bird Tribe	Male/Fang/Flier/Beast	1	60	20	Vortex |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome>, range 1-2, and "Anti-Fliers". (Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.)	Recompense for Labor |AUTO| [Once per Turn] When another <Fang> ally is deployed, if you have 1 or more other <Fang> allies other than that ally, draw 1 card.	-	-	
Reyson, Prince of Serenes	B03	B03-045R_SAMPLE	Green	R	2	Bird Tribe	Male/Fang/Flier/Beast	-	20	20	Galdrar |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ally who has attacked in this turn, and untap them. If that ally is a non-<Fang>, until the end of the turn, that unit loses -10 attack.	-	-	-	
Leanne, Awakened Heron Princess	B03	B03-046R_SAMPLE	Green	R	1	Bird Tribe	Female/Fang/Flier/Beast	-	10	20	Blessing |AUTO| [Once per Turn] [Flip 1 Bond face-down] When this unit is untapped, you may pay the cost and if you do: Choose 1 non-"Leanne" card from your Retreat Area, and add it to your hand.	The Slumbering Princess |AUTO| When this unit is deployed, tap this unit.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Black Knight, Demonic General in Blessed Armor	B03	B03-047SR_SAMPLE	Green	SR	6(5)	General	Male/Sword/Armored	1	80	0	Alondite, the Sacred Blade |ACT| [Flip 2 Bonds face-down] Until the end of your opponent’s turn, this unit gains +20 attack, acquires range 1-2 and the number of Orbs this unit’s attacks will destroy becomes 2.	Mantle |CONT| This unit cannot be destroyed by attacks from enemies with a Deployment Cost of 2 or lower.	-	-	
Black Knight, Demon in Blessed Armor+	B03	B03-047SRplus_SAMPLE	Green	SR+	6(5)	General	Male/Sword/Armored	1	80	0	Divine Blade: Alondite |ACT| [Flip 2 Bonds face-down] Until the end of your opponent’s turn, this unit gains +20 attack, acquires range 1-2 and the number of Orbs this unit’s attacks will destroy becomes 2.	Mantle |CONT| This unit cannot be destroyed by attacks from enemies with a Deployment Cost of 2 or lower.	-	-	
Shade, Fellshade Pointer	B03	B03-048HN_SAMPLE	Green	HN	3(2)	Sage	Female/Tome	1-2	50	20	A Private Lesson |CONT| If this unit has only 1 other ally, this unit and that ally gain +10 attack.	-	-	-	
